route,ellipse_asset_class_group_desc,ellipse_asset_class_desc,ellipse_asset_number,fms_failure_count_per_asset_6m_2020,count_service_affecting_faults_6m_2020,is_in_radar,group_class
LNW North,Signalling,TC - DC,1114339,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114739,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115416,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115018,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,2858432,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1118509,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1459517,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457887,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457696,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1451796,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1406332,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404510,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115274,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114112,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405791,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1411802,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458628,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,17750366,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1766662,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1674694,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404074,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1116324,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115874,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115816,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115507,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114641,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114375,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,19109697,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404125,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115871,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115797,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115511,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114963,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,2183439,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122240,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122203,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115724,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115009,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115352,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115704,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122068,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405671,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1451821,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,2768668,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115007,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115183,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115892,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121922,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122027,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405592,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457769,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457809,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458634,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1964766,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,2768695,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,10338802,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1963830,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1690404,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1651278,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,2640256,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1670455,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1459456,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122065,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1118607,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,10289918,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,2842410,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458215,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457701,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404579,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1116311,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115936,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115517,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115065,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114967,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122148,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405525,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405963,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458435,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1459466,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1650985,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1867623,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1958269,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404790,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115580,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115830,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1409425,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457711,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458078,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1963734,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114573,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114742,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1964898,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1713698,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458443,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457917,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122071,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121855,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114558,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114146,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114362,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114380,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115083,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115276,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115702,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404489,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405941,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1406324,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457764,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1459508,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1964687,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,2109616,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114622,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115002,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115828,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1116314,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121998,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1406315,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457637,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1666229,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1965123,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,10338800,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,2850195,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,2464631,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1411729,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1406323,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405959,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405630,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121358,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1118598,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1118524,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115900,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115473,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115537,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115025,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,17931725,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457685,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121368,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121954,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122051,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457881,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458341,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1594132,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1459449,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458613,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405962,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405931,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405817,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,19109698,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1731767,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1713541,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1452155,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122183,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1116013,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115145,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114553,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1116284,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121773,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1963831,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,9264164,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,17247050,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115101,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115294,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115847,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1116339,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122168,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404333,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1404554,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1405905,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1964469,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121808,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,2768644,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458306,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1121795,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115334,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115264,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114120,1,0,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115751,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1115977,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1118699,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1122151,1,1,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1457633,1,0,True,Signalling - TC - DC
LNW North,Signalling,TC - DC,1458232,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1650943,1,1,False,Signalling - TC - DC
LNW North,Signalling,TC - DC,1114411,1,0,True,Signalling - TC - DC
LNW South,S&C (Signalling),Point Operating Equipment,552864,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,3142060,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2713581,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557658,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,865267,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765290,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1814830,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,19039325,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2528539,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2838669,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1793560,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1850157,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2523821,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,552887,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557590,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548732,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2494947,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2412525,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1971300,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557208,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2039427,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557384,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548734,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557447,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761499,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761704,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839515,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1571202,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1762393,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1769541,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2407020,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1872267,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1960420,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2239626,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2406035,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2483346,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761728,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1740965,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1740971,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2494692,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2666201,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,6309701,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2496853,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2522602,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2247728,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,973329,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18623820,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761509,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1861147,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1971299,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1975452,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2523885,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761731,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2496857,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,547984,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2557332,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839443,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765326,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1441941,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,19037881,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18225786,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,17762504,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,17336306,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548724,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1825534,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1850159,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1853777,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1857216,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2483355,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557457,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10425295,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2566416,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,866090,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2491405,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1814836,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2491385,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2491368,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2443986,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1814381,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,558427,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,547992,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,552717,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557277,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,563842,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761572,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765336,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1792295,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,6440958,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,17336308,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18671790,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18737748,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18225792,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765375,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765259,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761744,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18693818,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2076986,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1814411,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1741706,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761501,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557620,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,866068,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557466,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,552884,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1860361,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2247734,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1538440,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1850156,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18225795,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557428,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,563844,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,9266496,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,3176825,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2669603,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2498605,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557677,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,563817,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839484,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1949010,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1857242,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1653200,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1571209,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1653208,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1769542,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2494955,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10164203,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2717860,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2750621,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2557330,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2839740,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,3142065,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,9240383,1,1,False,S&C (Signalling) - Point Operating Equipment
